Product ID,Product Name,Category,Brand,Materials,Manufacturing Location,Water Usage (L),Carbon Footprint (kg),Energy Consumption (kWh),Environmental Impact Score
P0442,Dove Dermaseries Sensitive Skin Hydration Cream,beauty,DOVE,"aloe vera, cocoa butter",United States,0.13164576545267384,0.05428545098554306,0.23100389902574814,0.9896629502955467
P0321,Maybelline - Sensational Liquid Lipstick - 301 Caramel-Cream,beauty,MAYBELLINE,cosmetics,China,0.14697225890965743,0.2336207253069138,0.16842806778909936,0.20963987651955457
P0335,Maybelline New York Color Show 140 Dark Red Lipstick,beauty,MAYBELLINE NEW YORK per,plastic,China,0.4750148250130076,0.09732103063115147,0.538700601393668,0.7833063780356532
P0266,Maybelline New York Color Sensational Lipstick In Brown Sugar,beauty,MAYBELLINE NEW YORK,plastic,China,0.8606199025978083,0.3181952816616912,0.3445550327319398,0.3488090074182658
P1250,Maybelline - New York - Superstay Ink Crayon Matte Liquid Lipstick - 050 - Red,beauty,MAYBELLINE,polyethylene terephthalate,China,0.33412958461602255,0.15736897902465866,0.30054507657773466,0.5391404834423097
P1002,Maybelline Color Sensational Lipstick,beauty,MAYBELLINE,plastic,China,0.09915204253833379,0.32312768180708124,0.16775747550226372,0.44178309018930906
P0301,Maybelline Fit Me Matte + Poreless Foundation,beauty,MAYBELLINE,pvc,China,0.6678821782935557,0.038429857060317374,0.40145817931539624,0.25809094078937783
P1438,"Shampoo, Conditioner & Leave-In Conditioner Set",beauty,GARNIER cell,"plastic, polypropylene",China,0.14958517840405458,0.1784599774964776,0.5213353316049272,0.8455796576423511
P0354,Maybelline Super Stay Matte Ink - Lipstick,fashion,MAYBELLINE,plastic,China,0.1546653866736655,0.07936307856703613,0.36073646152637184,0.17026457591033184
P0032,Maybelline New York Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,"polyurethane, pvc",China,0.44628261039333705,0.0976412965975501,0.15175729197652124,0.5847792361762598
P0157,H&M Conscious Cotton T-Shirt,fashion,H&M,"cotton, elastane",China,0.4761318991905058,0.3252134434827998,0.3189959171354072,0.3607490229558461
P0080,Purelash Big Eyes Mascara,beauty,MAYBELLINE important,plastic,China,0.8495345379138419,0.12091981300802632,0.47742937319145917,0.5747504919106362
P0194,Maybelline New York Color Show Lipstick,beauty,MAYBELLINE,"plastic, synthetic",Indonesia,0.16378365740557865,0.16377603853030212,0.046612176881296485,0.1908901898521273
P0836,Loreal Paris Infallible Pro-Matte Foundation,beauty,LOREAL,polyethylene,USA,0.18529550846350443,0.1782166856425022,0.06610493479838042,0.18118153068439466
P0189,24Hr Volume Mascara,beauty,MAYBELLINE number,"plastic, polyethylene",China,0.6914221164095402,0.373025755672889,0.9034233533543401,0.6362023804515764
P0254,Maybelline Color Sensational Lipstick,beauty,MAYBELLINE build,plastic,China,0.7106477134470842,0.09279559400435507,0.5748064658435257,0.6122892218446421
P0169,Vaseline Original Petroleum Jelly,beauty,VASELINE only,polyethylene,USA,0.2925273226907082,0.2643565084099793,0.39977195231778995,0.6092258857976803
P1552,Lip Balm,beauty,L'OREAL,plastic,China,0.21404814850834897,0.12837495980288094,0.22481823599034448,0.5286977015002016
P0630,Maybelline New York Color Sensational Lipstick - Pink Shock,beauty,MAYBELLINE NEW YORK bed,plastic,China,0.5121984142500201,0.33890716967299805,0.4303347697359444,0.9229238289723276
P0149,Wet N Wild 10 Pan Eyeshadow Palette,beauty,WET N WILD student,plastic,China,0.1365560759901628,0.037838886793123666,0.21303650047443395,0.04474971974192602
P0452,Pond'S Light Moisturizing Facial Wash,beauty,POND'S,plastic,China,0.5347260584579324,0.0682437567824095,0.09768667857200661,0.11928203404837867
P1438,"Shampoo, Conditioner & Leave-In Conditioner Set",beauty,GARNIER,"plastic, polypropylene",China,0.10180598324180608,0.16933916996680287,0.5144096204887908,0.7862709158849596
P5896,Marshmallow Lipstick,beauty,REVLON,"polyethylene, polypropylene",Germany,0.38856518566080683,0.1650992458796413,0.23603794795704625,0.6989466213273706
P0060,Maybelline New York - Matte Nude Lipstick - Permanent Taupe,beauty,MAYBELLINE,plastic,China,0.18775164232006242,0.49000021561298374,0.40430722553555787,0.31507167357496657
P0435,"Nail Lacquer 250, 10.5 Ml",beauty,MAYBELLINE,"plastic, polyurethane",Italy,0.014816153759881039,0.0498031462446009,0.2712215786179489,0.7085365508398132
P0776,Face Shower Cleanser,beauty,SABON,"aloe vera, plastic",United Kingdom,0.10416780764594387,0.0590484071743516,0.33046777436172603,0.3638101210421319
P2011,Maybelline Superstay Matte Ink Liquid Lipstick - Electric Violet,beauty,MAYBELLINE,plastic,China,0.2591582914687841,0.2551628127296953,0.3001336777015116,0.27840653507243934
P0093,Maybelline Golden Eye Shadow Palette,beauty,MAYBELLINE opportunity,"plastic, polyester",China,0.04983428827011462,0.16159249416609806,0.2443658945292535,0.6797720261472897
P2461,"Maybelline New York Volum' Express The Colossal Mascara, Waterproof, Black, 9 Ml",beauty,MAYBELLINE,plastic,China,0.6440472097785,0.2469064230663774,0.3460777700356861,0.3135901357074389
P0071,Ella-1/2,beauty,MAYBELLINE,plastic,China,0.18025953110577025,0.267981472208625,0.2661798731707776,0.3280474068888794
P0054,Maybelline New York Color Sensational Creamy Matte Lipstick-Berry Crush,beauty,MAYBELLINE NEW YORK,"cardboard, plastic",China,0.2140392008154926,0.0,0.1850619140758824,0.9223689718207891
P0200,Mascara,beauty,MAYBELLINE,polypropylene,Germany,0.06488172113386705,0.0793104943269393,0.25241272857766267,0.5348115774327366
P1136,Organic Cotton T-Shirt,fashion,ORGANIC BASICS,organic cotton,Bangladesh,0.273867296138684,0.1335626634074241,0.17257835017288714,0.741493715395074
P0805,Maybelline Lipstick,beauty,MAYBELLINE,"glass, other plastic",China,0.23079591738039248,0.3062648843050974,0.19317985542872873,0.15871541694454488
P1198,Maybelline Lipstick,beauty,MAYBELLINE,metal,China,0.46297528587278647,0.07032061920235533,0.4113199967817591,0.40436743315259305
P1248,Maybelline Lipstick - Plum Pure,beauty,MAYBELLINE,"plastic, wood",China,0.2023012981777514,0.4162166342875001,0.358605245225282,0.18811553680866994
P0781,Sunday Riley Good Genes All-In-One Lactic Acid Treatment,beauty,SUNDAY RILEY,"plastic, silicone",United States,0.14562418669050875,0.06778040996126537,0.14200049119622934,0.48428312705734305
P0006,Maybelline New York Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,plastic,China,0.17890006105895276,0.04517367364773277,0.12538004246628262,0.6529143853869458
P0357,Maybelline Lipstick,beauty,MAYBELLINE main,plastic,China,0.15751698510448686,0.029911039539407477,0.10296199204192123,0.1366915357990583
P0258,E.L.F. - So Pretty Lip Glaze - Glitter,beauty,E.L.F. idea,plastic,China,0.17580235232437216,0.01925260470861881,0.1099556910072019,0.48926832107970547
P0854,Matte Lip Crayon - Almond,fashion,MAYBELLINE,polyester,China,0.48104482104002516,0.0407628555150093,0.19989376437367906,0.14785918391201663
P0364,Eye Dream Eye Shadow Palette,fashion,FENTY BEAUTY page,polyester,China (Mainland),0.48231759202261487,0.05348189213356424,0.06291897780513961,0.658816086195856
P0914,Maybelline New York City Matte Lipstick,beauty,MAYBELLINE,plastic,China,0.4319452006608192,0.035075801759717126,0.16857872896499626,0.15909988018674792
P0336,Maybelline Hyper Sharp Liner - Blackest Black/Chocolate Brown,beauty,MAYBELLINE,plastic,China,0.1767970278592129,0.10109559680384311,0.4893316212960672,0.3053625522835637
P0122,Maybelline Lipstick,beauty,MAYBELLINE in,"plastic, polyethylene",China,0.18206505027803577,0.0,0.052823999639953725,0.11136385083723623
P0018,Maybelline New York Color Sensational Lipstick,beauty,MAYBELLINE,"polyethylene, polypropylene",China,0.32111581786243404,0.07328313306052242,0.17341466001595207,0.1228699769081729
P0319,Maybelline New York Volum' Express The Falsies Washable Mascara,beauty,MAYBELLINE amount,polypropylene,USA,0.17263956713404013,0.05680709881992737,0.08660923894820828,0.603177762781797
P0815,Skin Fit Concealer,beauty,L'OREAL PARIS,plastic,China,0.16496392892799766,0.168144599393433,0.19869711452091937,0.160190734976384
P5207,Maybelline New York Fit Me! Matte + Poreless Liquid Foundation,beauty,MAYBELLINE NEW YORK,"plastic, polypropylene",Mexico,0.5872845925742601,0.28849777599877,0.3964337071010809,0.3270933679676997
P0092,Maybelline Superstay Matte Ink Liquid Lipstick - 15 Lucky Penny,beauty,MAYBELLINE what,"3-diol diacrylate, bis-phenyl-propane-1",China,0.6477659941442586,0.5247198249274388,0.13986053049747493,0.6496048748432461
P0125,L'Oreal Paris Infallible Pro-Matte Glow Foundation,beauty,L'ORÉAL PARIS,"titanium dioxide 3.00, zinc oxide 3.00",China,0.3862408686080514,0.30324919735376926,0.285396894969439,0.7017425406168702
P0185,Moisture Drench Lipstick,fashion,MAYBELLINE arrive,polyester,China,0.40171495070583796,0.19035051731814068,0.9124652901140443,0.23140429106492322
P0133,Maybelline New York Leo Juicy Plum,fashion,MAYBELLINE NEW YORK,cotton,China,0.16346471630323933,0.41323297781184104,0.30624587607088066,0.29291443617570034
P0781,Sunday Riley Good Genes All-In-One Lactic Acid Treatment,beauty,SUNDAY RILEY,"plastic, silicone",United States,0.14105373936088061,0.08389314489549027,0.11557143329480851,0.5552629484070781
P0176,Maybelline 16 Hour Super Stay Matte Ink Liquid Lip Color,beauty,MAYBELLINE case,plastic,China,0.1508993350813391,0.31387786847553073,0.39226093841533705,0.41220716479622466
P0052,Maybelline Lipstick,beauty,MAYBELLINE,"metal, plastic",China,0.8512259531031138,0.4420744380150144,0.19736452011555186,0.47938863184695446
P0131,Maybelline New York Tinted Lips Balm,beauty,MAYBELLINE,plastic,China,0.8148242786173837,0.06973842013047436,0.3476939553776749,0.5587092292102952
P1124,Maybelline Super Stay Matte Ink Liquid Lipstick - Pink Me Up,beauty,MAYBELLINE,polypropylene,China,0.4768112956629549,0.05757506055899638,0.18844529185424905,0.3559840282339463
P0228,Maybelline Superstay Matte Ink Foundation,beauty,MAYBELLINE,"mineral oil, plastic",USA,0.2958854166408638,0.032414874803704724,0.2939448342227306,0.4484717524050012
P1179,Maybelline Color Show 107 Cobalt Blue,beauty,MAYBELLINE,plastic,China,0.36119107152687063,0.04864758755899174,0.5895331469887745,0.3383666164886169
P0988,"L'Oréal Paris Colorista Temporary Hair Color Kit, Red",beauty,L'ORÉAL PARIS help,other,India,0.8661065694433279,0.05659098672326589,0.07796632200791384,0.0648560284476499
P0641,Maybelline Lipstick,beauty,MAYBELLINE,plastic,China,0.41558252296062104,0.0954135977429745,0.5129147241340323,0.21291685960360085
P3505,L'Oréal Paris Revitalift Skincare Package,beauty,L'ORÉAL,plastic,China,0.7388237054940305,0.1418122736582085,0.29310379371252626,0.6298966005981194
P0195,Maybelline New York Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE Mrs,plastic,China,0.33743350649165493,0.015992289276547056,0.5889444990885135,0.6790245631687739
P0037,Maybelline Facets Eyeshadow Quad,beauty,MAYBELLINE,plastic,China,0.538144637557192,0.05304126065247086,0.5918258842598147,0.4124024196712547
P0483,Nyx 3 In 1 Waterproof Eyeliner Eye Shadow Eyebrow Pencil,beauty,NYX PROFESSIONAL MAKEUP,synthetic,China,0.5728943898877429,0.08772712193678929,0.42602551896222346,0.7517693543218267
P0014,Maybelline Superstay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,plastic,China,0.3671195113463544,0.061571568294334716,0.6283928702523796,0.2113610463166611
P0123,H&M Fitted T-Shirt (Kids),fashion,H&M,cotton,China,0.17638367531633067,0.07137032080841732,0.10378969651408512,0.43800470613760145
P0003,Lancôme Juicy Tubes Lip Gloss,beauty,LANCÔME,polypropylene,China,0.3097343547291558,0.038108405571275004,0.45115897441867386,0.33353274349919054
P0914,Maybelline New York City Matte Lipstick,beauty,MAYBELLINE,plastic,China,0.43583893127565876,0.06926749082952599,0.15420377317800676,0.20614079006110456
P2011,Maybelline Superstay Matte Ink Liquid Lipstick - Electric Violet,beauty,MAYBELLINE,plastic,China,0.2526554936409229,0.22422632479693894,0.2664199503892142,0.34344325263904557
P1050,Tee For Women,fashion,H&M,polyester,China,0.6839368559627549,0.09413365042730275,0.271229633620792,0.750512281366856
P0128,Maybelline Dream Pure Bb,fashion,MAYBELLINE,plastic,China,0.06569967863876588,0.03028969458049905,0.21648141478929883,0.9619549909876626
P0321,Maybelline - Sensational Liquid Lipstick - 301 Caramel-Cream,beauty,MAYBELLINE,cosmetics,China,0.14187233994469295,0.23275472814001824,0.19563527345785833,0.24840168364668364
P0121,H&M T-Shirt,fashion,H&M,polyester,China,0.3902519216364505,0.2969976632449406,0.17121836246074862,0.29708761616948776
P0108,Maybelline Color Sensational Lipstick,fashion,MAYBELLINE,"cotton, polyester",China,0.21235585815791086,0.024031241389915355,0.21722206091700105,0.5482896099390356
P2431,Maybelline Lipstick,beauty,MAYBELLINE,"plastic, polyester",China,0.6386015776554362,0.1620880987096912,0.4931017448152575,0.794941745768724
P0585,Lipstick,beauty,MAYBELLINE,"plastic, polyethylene",China,0.4308663180987194,0.017063856735993657,0.33858838072951736,0.2523268724672425
P0215,Maybelline Color Sensational Lipstick,beauty,MAYBELLINE,"fabric, plastic",USA,0.29881392963199427,0.295625898819745,0.36623761298525637,0.5417987786304151
P2067,Maybelline New York Matte Lipstick,fashion,H&M,rayon,China,0.5505388669848785,0.028478386798181494,0.3496655026541934,0.361246005492008
P0246,Maybelline New York - Glam Lipstick,beauty,MAYBELLINE NEW YORK,plastic,USA,0.20314157449635975,0.15564421239729226,0.34027448876502076,0.5774836470185345
P0478,Maybelline New York Blackest Black Mascara,beauty,MAYBELLINE NEW YORK,plastic,China,0.48302781655343763,0.2090654357523403,0.1461747717836736,0.664643673770925
P0077,Maybelline New York Color Sensational Creamy Matte Lipstick,beauty,MAYBELLINE,plastic,China,0.26419529252155816,0.055478050916827455,0.16440132796827142,0.980855668566923
P2146,Women'S Shoe-Paris,fashion,KINGSMEAD,polyurethane,China,0.42095762918900836,0.039942190474887465,0.5403093212378882,0.6534277207640454
P0449,Black Dress,fashion,JOE FRESH,polyester,China,0.2764539952232483,0.11721368063846922,0.24174102778005807,0.5659064821737166
P1121,Maybelline New York Matte Lipstick,beauty,MAYBELLINE,"metal, plastic",China,0.2769262589756814,0.2497177728796556,0.20154093385952745,0.2607990214236192
P0291,Maybelline On Clouds Blush,fashion,MAYBELLINE,rayon,China,0.550285277300931,0.1737210220723571,0.3691197660435439,0.3215017240556239
P0319,Maybelline New York Volum' Express The Falsies Washable Mascara,beauty,MAYBELLINE,polypropylene,USA,0.14611365428063194,0.08408138205250508,0.09549305282616524,0.6873376422578314
P0587,Golden Mink 25,beauty,MAYBELLINE,plastic,China,0.1754561385902428,0.2109552602107995,0.3499658121060329,0.4423307132225829
P1257,Maybelline Lipstick,beauty,MAYBELLINE,"metal, plastic",China,0.7071486418175809,0.10049406956954304,0.7406132377096756,0.2552440407274602
P0358,Striped Raglan Sleeve Sweatshirt,fashion,H&M,"elastane, nylon",China,0.26850771652900085,0.025191002940127452,0.147998159210021,0.49652716868219177
P0005,Maybelline New York Superstay Matte Ink Liquid Lipstick,beauty,MAYBELLINE end,plastic,China,0.20456350680391627,0.07300377388154092,0.38440842585530616,0.5174265493440977
P0116,Lip Liner,beauty,MAYBELLINE,plastic,China,0.43892565589230237,0.08023837740331585,0.22758134530777283,0.6331320127962865
P0046,Maybelline Lipstick,fashion,MAYBELLINE,polyester,Indonesia,0.5764012846704538,0.08792882320501193,0.38331155123443056,0.6820046897257075
P2416,L'Oreal Elvive Fibrology Thickening Treatment 200Ml,beauty,L'OREAL conference,polypropylene,France,0.9089399577211306,0.12065087721896298,0.16320874350487988,0.8873495442498817
P0262,Maybelline New York Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,"glue, plastic",China,0.4956605039840143,0.14086331363511842,0.6328462186170013,0.6404735689286868
P0414,Cover Girl Lip Perfection Jumbo Gloss Balm Lip Gloss,beauty,COVER GIRL,plastic,China,0.3173664903330086,0.197133599751215,0.09326911546426059,0.7400133452355309
P1727,Maybelline Colorsensational Lipstick,beauty,MAYBELLINE,plastic,China,0.189371448005628,0.462578311029998,0.25842663787525805,0.586497969422114
P0117,Maybelline Super Stay Matte Ink Liquid Lipstick In 'True Red',fashion,MAYBELLINE,"polyester, polyurethane",China,0.3758487715254004,0.3226748914399789,0.3985858484624717,0.497833552767455
P0091,Maybelline Matte Lipstick,beauty,MAYBELLINE,plastic,China,0.7191159687377501,0.3140183155626986,0.3790808917238547,0.8061238604729895
P0195,Maybelline New York Super Stay Matte Ink Liquid Lipstick,beauty,MAYBELLINE set,plastic,China,0.3360741799595241,0.0011933411134010634,0.583635386029675,0.6268000310052446
P0455,Maybelline Color Sensational Lipstick,fashion,MAYBELLINE,"plastic, polyester",China,0.23832775276751522,0.37809375680381613,0.7742989296938715,0.44942477766790323
P0175,Maybelline Color Sensational Lipstick In 970 - Cherry Glaze,beauty,MAYBELLINE,plastic,India,0.3719053082446388,0.26895498116426053,0.4408151186517531,0.6419522614054014
P1119,"Maybelline New York Super Stay Matte Ink Liquid Lipstick, 0.22 Fl Oz",beauty,MAYBELLINE,plastic,China,0.3716310929619364,0.3376551204691117,0.8426249085701777,0.9184722508142542
P0251,"Oil-Resistant Face Blotting Paper - 100 Sheets, Lightweight And Portable, No Colour Transfer, Face Blotting Paper",beauty,MAYBELLINE,plastic,Indonesia,0.11903194030589248,0.02999168299978918,0.32104427630678944,0.11543750801358374
P0983,Maybelline Superstay Matte Ink Liquid Lipstick,beauty,MAYBELLINE NEW YORK,plastic,China,0.4634516304562092,0.10634243395162346,0.15673792770928427,0.5825798344657555
P1003,Maybelline Color Elixir Lip Gloss,beauty,MAYBELLINE,"metal, plastic",China,1.0184134349304905,0.36794986515841893,0.26493032716432524,0.4422575133742771
P0073,Clubber Eyeshadow Palette,beauty,SLEEK beautiful,plastic,China,0.20461178366950544,0.033797339892961416,0.020081970408952987,0.1441223327364171
P2004,Charming Color Changer Lipstick,beauty,MAYBELLINE blue,plastic,China,0.122268979694584,0.044837246471860506,0.2084904639126617,0.6177688500232992
P0069,Body Mist 30Ml,beauty,MISS DIOR,versatile,France,0.22303571160289676,0.2448132355772611,0.9192219852080062,0.0
P0127,Thick Lash Extensions Mascara - Black - Maybelline New York,beauty,MAYBELLINE,plastic,China,0.3009220187816192,0.372310498302528,0.280201091227432,0.07749764293747592
P0094,Nykaa Black & White Polka Dot Dress,fashion,NYKAA,polyester,China,0.3051193029299611,0.3705473885563632,0.09829917025613577,0.2879336935383523
P0005,Maybelline New York Superstay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,plastic,China,0.2128351445545671,0.0563783736780491,0.3918580636637077,0.57082836522362
P0420,Maybelline New York Lipstick,beauty,MAYBELLINE NEW YORK,"cotton, synthetic materials",Taiwan,0.47782510065210154,0.006142774449897526,0.8620223289194254,0.3745870117681919
P0189,24Hr Volume Mascara,beauty,MAYBELLINE,"plastic, polyethylene",China,0.6749918499976153,0.3400810598423154,0.8636836576077228,0.6555667741492025
P1133,Maybelline New York Color Sensational Lip Color - Pink Petal,beauty,MAYBELLINE next,"nylon, plastic",China,0.24916513641721566,0.24014464730958487,0.39524877550421644,0.3464520902127669
P0264,Maybelline Fit Me Matt + Poreless Liquid Foundation 120 Buff,beauty,MAYBELLINE,plastic,India,0.3853039991825548,0.19715636017656904,0.46796149802224757,0.313202024436612
P0147,"Cetaphil Gentle Skin Cleanser, 200Ml",beauty,CETAPHIL,"plastic, polyethylene",USA,0.015435768891034606,0.11941733841397582,0.4130928522917802,0.9879171484539834
P0176,Maybelline 16 Hour Super Stay Matte Ink Liquid Lip Color,beauty,MAYBELLINE,plastic,China,0.17563188525583923,0.33612105094140704,0.391241360399548,0.43955077001644816
P1002,Maybelline Color Sensational Lipstick,beauty,MAYBELLINE season,plastic,China,0.16039097434238472,0.30402135359448995,0.14486447200410837,0.3983349886805102
P0289,Maybelline New York Superstay Matte Ink Liquid Lipstick,beauty,MAYBELLINE,plastic,China,0.21248266567198146,0.054027582411158896,0.17516012650713012,0.26868947999346715
P0030,Bordeaux Glossy Lipstick,beauty,MAYBELLINE take,plastic,China,0.1657658163802412,0.019119821380341975,0.08558867916181861,0.35652364800934955
P0499,Pure Mineral Foundation,beauty,COVERGIRL,"glass, plastic",China,0.2755648102079551,0.025715283729478566,0.3066506873945078,0.10359543085564021
P0771,Nature Republic Relaxing Seawater Aloe Vera Gel,beauty,NATURE REPUBLIC contain,"aqua, glycerin","Korea, Republic of",0.2908492856947108,0.17917527402907849,0.5657118910897264,0.5266137826268451
P1389,Maybelline - Color Sensational Lipstick,beauty,MAYBELLINE,"plastic, polypropylene",China,0.028937726531307474,0.16951637430019034,0.12518674407968972,0.5441022437775342
P0026,Maybelline New York Super Stay 24 Hour Ink Lipstick,beauty,MAYBELLINE NEW YORK free,plastic,India,0.4232311969915831,0.2550172939420666,0.183092488236155,0.36118534045669765
P0261,Maybelline Superstay Matte Ink Lipstick- Pale Rose,beauty,MAYBELLINE,plastic,China,0.14510701451358113,0.04572443516618428,0.19324047084322488,0.24065265209219422
P1802,Bond Juniper Robbery Fragrance,fashion,TED BAKER,cotton,China,0.18420645437412875,0.13597255565662258,0.5807923496597264,0.5788360729063539
P0008,H&M T-Shirt,fashion,H&M,cotton,India,0.18668905940836603,0.06014279809273396,0.6410344915911002,0.369501911925594
P0205,Maybelline Matte Lipstick,beauty,MAYBELLINE health,plastic,China,0.6057244310414409,0.1014888994650413,0.3133601636641225,0.05849047280521703
P0323,Ruby Woo Matte Lipstick,beauty,MAC series,"acrylic, plastic",USA,0.4032617072666764,0.28178848095931647,0.3155653287656148,0.37408877984920685
P3661,"Maybelline New York - Color Sensational Shine Compulsion Lipstick, Pink Rage",beauty,MAYBELLINE,polybutylene terephthalate,China,0.4562960568763802,0.027110891322888745,0.07529328513162875,0.12039178280723031
P0259,Covering Foundation,beauty,BOURJOIS,synthetic,France,0.32918842734806736,0.14235292635089494,0.27081567747292185,0.32112108735229483
